Wildlife,City,Month,Oxygen level,Temperature,Humidity,Wind speed,Drought,Topography,Intensity,Possibility of fire
478,"Lusaka, Zambia",January,Low,Low,High,Low,High,High,Low,Low
215,"Ndola, Zambia",February,High,High,Low,High,Low,Low,High,High
325,"Kitwe, Zambia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mongu, Zambia",April,High,High,Low,High,Low,Low,High,High
478,"Kafue, Zambia",May,Low,Low,High,Low,High,High,Low,Low
215,"Mufulira, Zambia",June,High,High,Low,High,Low,Low,High,High
369,"Kapiri Mposhi, Zambia",July,Low,Low,High,Low,High,Low,Low,Low
478,"Chingola, Zambia",August,High,High,Low,High,Low,Low,High,High
215,"Solwezi, Zambia",September,Low,Low,High,Low,High,High,Low,Low
215,"Nchelenge, Zambia",October,High,High,Low,High,Low,Low,High,High
215,"Livingstone, Zambia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Chipata, Zambia",December,High,High,Low,High,Low,Low,High,High
365,"Harare, Zimbabwe",January,Low,Low,High,Low,High,High,Low,Low
215,"Bulawayo, Zimbabwe",February,High,High,Low,High,Low,Low,High,High
325,"Chitungwiza, Zimbabwe",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mutare, Zimbabwe",April,High,High,Low,High,Low,Low,High,High
478,"Gweru, Zimbabwe",May,Low,Low,High,Low,High,High,Low,Low
215,"Epworth, Zimbabwe",June,High,High,Low,High,Low,Low,High,High
369,"Kwekwe, Zimbabwe",July,Low,Low,High,Low,High,Low,Low,Low
478,"Kadoma, Zimbabwe",August,High,High,Low,High,Low,Low,High,High
215,"Masvingo, Zimbabwe",September,Low,Low,High,Low,High,High,Low,Low
215,"Chinhoyi, Zimbabwe",October,High,High,Low,High,Low,Low,High,High
215,"Marondera, Zimbabwe",November,Low,Low,High,Low,High,Low,Low,Low
215,"Norton, Zimbabwe",December,High,High,Low,High,Low,Low,High,High
478,"Gaborone, Botswana",January,Low,Low,High,Low,High,High,Low,Low
215,"Francistown, Botswana",February,High,High,Low,High,Low,Low,High,High
325,"Molepolole, Botswana",March,Low,Low,High,Low,High,Low,Low,Low
215,"Serowe, Botswana",April,High,High,Low,High,Low,Low,High,High
478,"Selebi-Phikwe, Botswana",May,Low,Low,High,Low,High,High,Low,Low
215,"Maun, Botswana",June,High,High,Low,High,Low,Low,High,High
369,"Mochudi, Botswana",July,Low,Low,High,Low,High,Low,Low,Low
478,"Lobatse, Botswana",August,High,High,Low,High,Low,Low,High,High
215,"Palapye, Botswana",September,Low,Low,High,High,High,High,Low,Low
215,"Ramotswa, Botswana",October,High,High,Low,High,Low,Low,High,High
215,"Thamaga, Botswana",November,Low,Low,High,High,High,Low,Low,Low
215,"Kanye, Botswana",December,High,High,Low,High,Low,Low,High,High
365,"Maputo, Mozambique",January,Low,Low,High,High,High,High,Low,Low
215,"Matola, Mozambique",February,High,High,Low,High,Low,Low,High,High
325,"Beira, Mozambique",March,Low,Low,High,High,High,Low,Low,Low
215,"Nampula, Mozambique",April,High,High,Low,High,Low,Low,High,High
478,"Quelimane, Mozambique",May,Low,Low,High,Low,High,High,Low,Low
215,"Chimoio, Mozambique",June,High,High,Low,High,Low,Low,High,High
369,"Pemba, Mozambique",July,Low,Low,High,Low,High,Low,Low,Low
478,"Tete, Mozambique",August,High,High,Low,High,Low,Low,High,High
215,"Xai-Xai, Mozambique",September,Low,Low,High,Low,High,High,Low,Low
215,"Maxixe, Mozambique",October,High,High,Low,High,Low,Low,High,High
215,"Inhambane, Mozambique",November,Low,Low,High,Low,High,Low,Low,Low
215,"Cuamba, Mozambique",December,High,High,Low,High,Low,Low,High,High
478,"Maputo, Mozambique",January,Low,Low,High,Low,High,High,Low,Low
215,"Matola, Mozambique",February,High,High,Low,High,Low,Low,High,High
325,"Beira, Mozambique",March,Low,Low,High,Low,High,Low,Low,Low
215,"Nampula, Mozambique",April,High,High,Low,High,Low,Low,High,High
478,"Quelimane, Mozambique",May,Low,Low,High,Low,High,High,Low,Low
215,"Chimoio, Mozambique",June,High,High,Low,High,Low,Low,High,High
369,"Pemba, Mozambique",July,Low,Low,High,Low,High,Low,Low,Low
478,"Tete, Mozambique",August,High,High,Low,High,Low,Low,High,High
215,"Xai-Xai, Mozambique",September,Low,Low,High,Low,High,High,Low,Low
215,"Maxixe, Mozambique",October,High,High,Low,High,Low,Low,High,High
215,"Inhambane, Mozambique",November,Low,Low,High,Low,High,Low,Low,Low
215,"Cuamba, Mozambique",December,High,High,Low,High,Low,Low,High,High
478,"Lilongwe, Malawi",January,Low,Low,High,Low,High,High,Low,Low
215,"Blantyre, Malawi",February,High,High,Low,High,Low,Low,High,High
325,"Mzuzu, Malawi",March,Low,Low,High,Low,High,Low,Low,Low
215,"Zomba, Malawi",April,High,High,Low,High,Low,Low,High,High
478,"Luchenza, Malawi",May,Low,Low,High,Low,High,High,Low,Low
215,"Mchinji, Malawi",June,High,High,Low,High,Low,Low,High,High
369,"Karonga, Malawi",July,Low,Low,High,Low,High,Low,Low,Low
478,"Mulanje, Malawi",August,High,High,Low,High,Low,Low,High,High
215,"Mangochi, Malawi",September,Low,Low,High,Low,High,High,Low,Low
215,"Nkhotakota, Malawi",October,High,High,Low,High,Low,Low,High,Low
215,"Salima, Malawi",November,Low,Low,High,Low,High,Low,Low,Low
215,"Dedza, Malawi",December,High,High,Low,High,Low,Low,High,High
365,"Windhoek, Namibia",January,Low,Low,High,Low,High,High,Low,Low
215,"Walvis Bay, Namibia",February,High,High,Low,High,Low,Low,High,High
325,"Swakopmund, Namibia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Oshakati, Namibia",April,High,High,Low,High,Low,Low,High,High
478,"Rundu, Namibia",May,Low,Low,High,Low,High,High,Low,Low
215,"Katima Mulilo, Namibia",June,High,High,Low,High,Low,Low,High,High
369,"Oniipa, Namibia",July,Low,Low,High,Low,High,Low,Low,Low
478,"Okahandja, Namibia",August,High,High,Low,High,Low,Low,High,High
215,"Grootfontein, Namibia",September,Low,Low,High,Low,High,High,Low,Low
215,"Mariental, Namibia",October,High,High,Low,High,Low,Low,High,High
215,"Outjo, Namibia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Otjiwarongo, Namibia",December,High,High,Low,High,Low,Low,High,High
478,"Gaborone, Botswana",January,Low,Low,High,Low,High,High,Low,Low
215,"Francistown, Botswana",February,High,High,Low,High,Low,Low,High,High
325,"Molepolole, Botswana",March,Low,Low,High,Low,High,Low,Low,Low
215,"Serowe, Botswana",April,High,High,Low,High,Low,Low,High,High
478,"Selebi-Phikwe, Botswana",May,Low,Low,High,Low,High,High,Low,High
215,"Maun, Botswana",June,High,High,Low,High,Low,Low,High,High
369,"Mochudi, Botswana",July,Low,Low,High,Low,High,Low,Low,Low
478,"Lobatse, Botswana",August,High,High,Low,High,Low,Low,High,High
215,"Palapye, Botswana",September,Low,Low,High,Low,High,High,Low,Low
215,"Ramotswa, Botswana",October,High,High,Low,High,Low,Low,High,High
215,"Thamaga, Botswana",November,Low,Low,High,Low,High,Low,Low,Low
215,"Kanye, Botswana",December,High,High,Low,High,Low,Low,High,High
365,"Maputo, Mozambique",January,Low,Low,High,Low,High,High,Low,Low
215,"Matola, Mozambique",February,High,High,Low,High,Low,Low,High,High
325,"Beira, Mozambique",March,Low,Low,High,Low,High,Low,Low,Low
215,"Nampula, Mozambique",April,High,High,Low,High,Low,Low,High,High
478,"Quelimane, Mozambique",May,Low,Low,High,Low,High,High,Low,Low
215,"Chimoio, Mozambique",June,High,High,Low,High,Low,Low,High,High
369,"Pemba, Mozambique",July,Low,Low,High,Low,High,Low,Low,Low
478,"Tete, Mozambique",August,High,High,Low,High,Low,Low,High,High
215,"Xai-Xai, Mozambique",September,Low,Low,High,Low,High,High,Low,Low
215,"Maxixe, Mozambique",October,High,High,Low,High,Low,Low,High,High
215,"Inhambane, Mozambique",November,Low,Low,High,Low,High,Low,Low,Low
215,"Cuamba, Mozambique",December,High,High,Low,High,Low,Low,High,High
478,"Maputo, Mozambique",January,Low,Low,High,Low,High,High,Low,Low
215,"Matola, Mozambique",February,High,High,Low,High,Low,Low,High,High
325,"Beira, Mozambique",March,Low,Low,High,Low,High,Low,Low,Low
215,"Nampula, Mozambique",April,High,High,Low,High,Low,Low,High,High
478,"Quelimane, Mozambique",May,Low,Low,High,Low,High,High,Low,Low
215,"Chimoio, Mozambique",June,High,High,Low,High,Low,Low,High,High
369,"Pemba, Mozambique",July,Low,Low,High,Low,High,Low,Low,Low
478,"Tete, Mozambique",August,High,High,Low,High,Low,Low,High,High
215,"Xai-Xai, Mozambique",September,Low,Low,High,Low,High,High,Low,Low
215,"Maxixe, Mozambique",October,High,High,Low,Low,Low,Low,High,High
215,"Inhambane, Mozambique",November,Low,Low,High,Low,High,Low,Low,Low
215,"Cuamba, Mozambique",December,High,High,Low,High,Low,Low,High,Low
478,"Ulaanbaatar, Mongolia",January,Low,Low,High,Low,High,High,High,High
215,"Darkhan, Mongolia",February,High,High,Low,High,Low,Low,High,High
325,"Erdenet, Mongolia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Choibalsan, Mongolia",April,High,High,Low,High,Low,Low,High,High
478,"Khovd, Mongolia",May,Low,Low,High,Low,High,High,Low,Low
215,"Olgii, Mongolia",June,High,High,Low,High,Low,Low,High,High
369,"Baruun-Urt, Mongolia",July,Low,High,High,Low,High,Low,Low,Low
478,"Uliastai, Mongolia",August,High,High,Low,High,Low,Low,High,High
215,"Zuunmod, Mongolia",September,Low,Low,High,Low,High,High,Low,Low
215,"Tosontsengel, Mongolia",October,High,High,Low,High,Low,Low,High,High
215,"Altai, Mongolia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Choyr, Mongolia",December,High,High,Low,High,Low,Low,High,High
365,"Kuala Lumpur, Malaysia",January,Low,Low,High,Low,High,High,Low,Low
215,"George Town, Malaysia",February,High,High,Low,High,Low,Low,High,High
325,"Ipoh, Malaysia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Johor Bahru, Malaysia",April,High,High,Low,High,Low,Low,High,High
478,"Kuching, Malaysia",May,Low,Low,High,Low,High,High,Low,Low
215,"Kota Kinabalu, Malaysia",June,High,High,Low,High,Low,Low,High,High
369,"Miri, Malaysia",July,Low,Low,High,Low,High,Low,Low,Low
478,"Alor Setar, Malaysia",August,High,High,Low,High,Low,Low,High,High
215,"Sibu, Malaysia",September,Low,Low,High,Low,High,High,Low,High
215,"Sandakan, Malaysia",October,High,High,Low,High,Low,Low,High,High
215,"Seremban, Malaysia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Kuantan, Malaysia",December,High,High,Low,High,Low,Low,High,High
478,"Mandalay, Myanmar",January,Low,Low,High,Low,High,High,Low,Low
215,"Yangon, Myanmar",February,High,High,Low,High,Low,Low,High,High
325,"Naypyidaw, Myanmar",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mawlamyine, Myanmar",April,High,High,Low,High,Low,Low,High,Low
478,"Bago, Myanmar",May,Low,Low,High,Low,High,High,Low,Low
215,"Pathein, Myanmar",June,High,High,Low,High,Low,Low,High,High
369,"Monywa, Myanmar",July,Low,Low,High,Low,High,Low,Low,Low
478,"Taunggyi, Myanmar",August,High,High,Low,High,Low,Low,High,High
215,"Myeik, Myanmar",September,Low,Low,High,Low,High,High,Low,Low
215,"Meiktila, Myanmar",October,High,High,Low,High,Low,Low,High,High
215,"Sagaing, Myanmar",November,Low,Low,High,Low,High,Low,Low,Low
215,"Dawei, Myanmar",December,High,High,Low,High,Low,Low,High,Low
215,"Dushanbe, Tajikistan",January,Low,Low,High,Low,High,High,Low,Low
325,"Khujand, Tajikistan",February,High,High,Low,High,Low,Low,High,High
215,"Qurghonteppa, Tajikistan",March,Low,Low,High,Low,High,Low,Low,Low
478,"Kulob, Tajikistan",April,High,High,Low,High,Low,Low,High,High
215,"Istaravshan, Tajikistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Konibodom, Tajikistan",June,High,High,Low,High,Low,Low,High,High
369,"Kofarnihon, Tajikistan",July,Low,Low,High,Low,High,Low,Low,Low
478,"Tursunzoda, Tajikistan",August,High,High,Low,High,Low,Low,High,High
215,"Isfara, Tajikistan",September,Low,Low,High,Low,High,High,Low,Low
215,"Panjakent, Tajikistan",October,High,High,Low,High,Low,Low,High,High
215,"Khorugh, Tajikistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Vahdat, Tajikistan",December,High,High,Low,High,Low,Low,High,High
478,"Dodoma, Tanzania",January,Low,Low,High,Low,High,High,Low,Low
215,"Dar es Salaam, Tanzania",February,High,High,Low,High,Low,Low,High,High
325,"Mwanza, Tanzania",March,Low,Low,High,Low,High,Low,Low,Low
215,"Arusha, Tanzania",April,High,High,Low,High,Low,Low,High,High
478,"Mbeya, Tanzania",May,Low,Low,High,Low,High,High,Low,Low
215,"Morogoro, Tanzania",June,High,High,Low,High,Low,Low,High,High
369,"Tanga, Tanzania",July,Low,Low,High,Low,High,Low,Low,Low
478,"Dodoma, Tanzania",August,High,High,Low,High,High,Low,High,High
215,"Shinyanga, Tanzania",September,Low,Low,High,Low,High,High,Low,Low
215,"Kigoma, Tanzania",October,High,High,Low,High,High,Low,High,High
215,"Singida, Tanzania",November,Low,Low,High,Low,High,Low,Low,High
215,"Tabora, Tanzania",December,High,High,Low,High,High,Low,High,Low
478,"Port of Spain, Trinidad and Tobago",January,High,High,Low,High,High,Low,High,High
215,"San Fernando, Trinidad and Tobago",February,Low,Low,High,Low,High,High,Low,Low
325,"Arima, Trinidad and Tobago",March,High,High,Low,High,High,Low,High,High
215,"Chaguanas, Trinidad and Tobago",April,Low,Low,High,Low,High,Low,Low,Low
478,"Point Fortin, Trinidad and Tobago",May,High,High,Low,High,Low,High,High,High
215,"Scarborough, Trinidad and Tobago",June,Low,Low,High,Low,High,Low,Low,Low
369,"Siparia, Trinidad and Tobago",July,High,High,Low,High,Low,Low,High,High
478,"Sangre Grande, Trinidad and Tobago",August,Low,Low,High,Low,High,High,Low,Low
215,"Penal, Trinidad and Tobago",September,High,High,Low,High,Low,Low,High,High
215,"Arouca, Trinidad and Tobago",October,Low,Low,High,Low,High,Low,Low,Low
215,"Princes Town, Trinidad and Tobago",November,High,High,Low,High,Low,High,High,High
215,"Chaguaramas, Trinidad and Tobago",December,Low,Low,High,Low,High,High,Low,Low
478,"Tunis, Tunisia",January,High,High,Low,High,Low,Low,High,High
215,"Sfax, Tunisia",February,Low,Low,High,Low,High,High,Low,Low
325,"Sousse, Tunisia",March,High,High,Low,High,Low,Low,High,High
215,"Ettadhamen, Tunisia",April,Low,Low,High,Low,High,Low,Low,Low
478,"Kairouan, Tunisia",May,High,High,Low,High,Low,Low,High,High
215,"Gabès, Tunisia",June,Low,Low,High,Low,High,High,Low,Low
369,"Bizerte, Tunisia",July,High,High,Low,High,Low,Low,High,High
478,"Ariana, Tunisia",August,Low,Low,High,Low,High,High,Low,Low
215,"Gafsa, Tunisia",September,High,High,Low,High,Low,Low,High,High
215,"La Goulette, Tunisia",October,Low,Low,High,Low,High,Low,Low,Low
215,"El Mourouj, Tunisia",November,High,High,Low,High,Low,Low,High,High
215,"Kasserine, Tunisia",December,Low,Low,High,Low,High,High,Low,Low
478,"Adana, Turkey",January,High,High,Low,High,Low,Low,High,High
215,"Ankara, Turkey",February,Low,Low,High,Low,High,High,Low,Low
325,"Istanbul, Turkey",March,High,High,Low,High,Low,Low,High,High
215,"Izmir, Turkey",April,Low,Low,High,Low,High,Low,Low,Low
478,"Bursa, Turkey",May,High,High,Low,High,Low,Low,High,High
215,"Antalya, Turkey",June,Low,Low,High,Low,High,High,Low,Low
369,"Mersin, Turkey",July,High,High,Low,High,Low,Low,High,High
478,"Konya, Turkey",August,Low,Low,High,Low,High,High,Low,Low
215,"Adapazari, Turkey",September,High,High,Low,High,Low,Low,High,High
215,"Gaziantep, Turkey",October,Low,Low,High,Low,High,Low,Low,Low
215,"Diyarbakir, Turkey",November,High,High,Low,High,Low,High,High,High
215,"Kayseri, Turkey",December,Low,Low,High,Low,High,Low,Low,Low
478,"Ashgabat, Turkmenistan",January,High,High,Low,High,Low,Low,High,High
215,"Turkmenabat, Turkmenistan",February,Low,Low,High,Low,High,High,Low,Low
325,"Daşoguz, Turkmenistan",March,High,High,Low,High,Low,Low,High,High
215,"Mary, Turkmenistan",April,Low,Low,High,Low,High,Low,Low,Low
478,"Balkanabat, Turkmenistan",May,High,High,Low,High,Low,Low,High,High
215,"Bayramaly, Turkmenistan",June,Low,Low,High,Low,High,High,Low,Low
369,"Turkmenbashi, Turkmenistan",July,High,High,Low,High,Low,Low,High,High
478,"Tejen, Turkmenistan",August,Low,Low,High,Low,High,High,Low,Low
215,"Yolöten, Turkmenistan",September,High,High,Low,High,Low,Low,High,High
215,"Köneürgenç, Turkmenistan",October,Low,Low,High,Low,High,Low,Low,Low
215,"Gazojak, Turkmenistan",November,High,High,Low,High,Low,High,High,Low
215,"Atamyrat, Turkmenistan",December,Low,Low,High,Low,High,Low,Low,Low
478,"Nukus, Uzbekistan",January,High,High,Low,High,Low,Low,High,High
215,"Samarkand, Uzbekistan",February,Low,Low,High,Low,High,High,Low,Low
325,"Bukhara, Uzbekistan",March,High,High,Low,High,Low,Low,High,High
215,"Tashkent, Uzbekistan",April,Low,Low,High,Low,High,Low,Low,Low
478,"Namangan, Uzbekistan",May,High,High,Low,High,Low,Low,High,High
215,"Andijan, Uzbekistan",June,Low,Low,High,Low,High,High,Low,Low
369,"Fergana, Uzbekistan",July,High,High,Low,High,Low,Low,High,High
478,"Urgench, Uzbekistan",August,Low,Low,High,Low,High,High,Low,Low
215,"Termiz, Uzbekistan",September,High,High,Low,High,Low,Low,High,High
215,"Navoiy, Uzbekistan",October,Low,Low,High,Low,High,Low,Low,Low
215,"Andijan, Uzbekistan",November,High,High,Low,High,Low,High,High,High
215,"Guliston, Uzbekistan",December,Low,Low,High,Low,High,Low,Low,Low
478,"Port Vila, Vanuatu",January,High,High,Low,High,Low,Low,High,High
215,"Luganville, Vanuatu",February,Low,Low,High,Low,High,High,Low,Low
325,"Norsup, Vanuatu",March,High,High,Low,High,Low,Low,High,High
215,"Port-Olry, Vanuatu",April,Low,Low,High,Low,High,Low,Low,Low
478,"Sola, Vanuatu",May,High,High,Low,High,Low,Low,High,High
215,"Lakatoro, Vanuatu",June,Low,Low,High,Low,High,High,Low,Low
369,"Isangel, Vanuatu",July,High,High,Low,High,Low,Low,High,High
478,"Luganville, Vanuatu",August,Low,Low,High,Low,High,High,Low,Low
215,"Norsup, Vanuatu",September,High,High,Low,High,Low,Low,High,High
215,"Sola, Vanuatu",October,Low,Low,High,Low,High,Low,Low,Low
215,"Lakatoro, Vanuatu",November,High,High,Low,High,Low,High,High,High
215,"Port-Vila, Vanuatu",December,Low,Low,High,Low,High,Low,Low,Low
478,"Mérida, Venezuela",January,High,High,Low,High,Low,Low,High,High
215,"Maracaibo, Venezuela",February,Low,Low,High,Low,High,Low,Low,Low
325,"Valencia, Venezuela",March,High,High,Low,High,Low,Low,High,High
215,"Caracas, Venezuela",April,Low,Low,High,Low,High,Low,Low,Low
478,"Barquisimeto, Venezuela",May,High,High,Low,High,Low,Low,High,High
215,"Maracay, Venezuela",June,Low,Low,High,Low,High,High,Low,Low
369,"Ciudad Guayana, Venezuela",July,High,High,Low,High,Low,Low,High,High
478,"Punto Fijo, Venezuela",August,Low,Low,High,Low,High,High,Low,Low
215,"Puerto la Cruz, Venezuela",September,High,High,Low,High,Low,Low,High,High
215,"Barcelona, Venezuela",October,Low,Low,High,Low,High,Low,Low,Low
215,"Los Teques, Venezuela",November,High,High,Low,High,Low,High,High,High
215,"Cumana, Venezuela",December,Low,Low,High,Low,High,Low,Low,Low
478,"Hanoi, Vietnam",January,High,High,Low,High,Low,Low,High,High
215,"Ho Chi Minh City, Vietnam",February,Low,Low,High,Low,High,High,Low,Low
325,"Haiphong, Vietnam",March,High,High,Low,High,Low,Low,High,High
215,"Can Tho, Vietnam",April,Low,Low,High,Low,High,Low,Low,Low
478,"Bien Hoa, Vietnam",May,High,High,Low,High,Low,Low,High,High
215,"Da Nang, Vietnam",June,Low,Low,High,Low,High,High,Low,Low
369,"Hue, Vietnam",July,High,High,Low,High,Low,Low,High,High
478,"Nha Trang, Vietnam",August,Low,Low,High,Low,High,High,Low,Low
215,"Can Tho, Vietnam",September,High,High,Low,High,Low,Low,High,High
215,"Vung Tau, Vietnam",October,Low,Low,High,Low,High,Low,Low,Low
215,"Qui Nhon, Vietnam",November,High,High,Low,High,Low,High,High,High
215,"Rach Gia, Vietnam",December,Low,Low,High,Low,High,Low,Low,Low
478,"Tadjourah, Djibouti",January,High,High,Low,High,Low,Low,High,High
215,"Obock, Djibouti",February,Low,Low,High,Low,High,High,Low,Low
325,"Ali Sabieh, Djibouti",March,High,High,Low,High,Low,Low,High,High
215,"Dikhil, Djibouti",April,Low,Low,High,Low,High,Low,Low,Low
478,"Arta, Djibouti",May,High,High,Low,High,Low,Low,High,High
215,"Holhol, Djibouti",June,Low,Low,High,Low,High,High,Low,Low
369,"Tadjourah, Djibouti",July,High,High,Low,High,Low,Low,High,High
478,"Obock, Djibouti",August,Low,Low,High,Low,High,High,Low,Low
215,"Ali Sabieh, Djibouti",September,High,High,Low,High,Low,Low,High,High
215,"Dikhil, Djibouti",October,Low,Low,High,Low,High,Low,Low,Low
215,"Arta, Djibouti",November,High,High,Low,High,Low,High,High,High
215,"Holhol, Djibouti",December,Low,Low,High,High,High,Low,Low,Low
478,"Honiara, Solomon Islands",January,High,High,Low,High,Low,Low,High,High
215,"Auki, Solomon Islands",February,Low,Low,High,High,High,High,Low,Low
325,"Gizo, Solomon Islands",March,High,High,Low,High,Low,Low,High,High
215,"Kirakira, Solomon Islands",April,Low,Low,High,High,High,Low,Low,Low
478,"Taro Island, Solomon Islands",May,High,High,Low,High,Low,Low,High,High
